id,name,release_date,url,show_dates,album_image_url
6adTq5oT5ieTZUtx7zwd8U,Steppin' out with the Grateful Dead England '72 (Live),2002-07-09,https://open.spotify.com/album/6adTq5oT5ieTZUtx7zwd8U,[],https://i.scdn.co/image/ab67616d0000b273e227f65a02f37570bc6ce0d7
4z650uYpycmQJvDVtfrYnb,Postcards of the Hanging: Grateful Dead Perform the Songs of Bob Dylan (Live),2002,https://open.spotify.com/album/4z650uYpycmQJvDVtfrYnb,[],https://i.scdn.co/image/ab67616d0000b2739c23002d807d64afaa694952
50rpHqRFD3K7bCTRBtraGH,"Dick's Picks Vol. 26: Electric Theater, Chicago, IL 4/26/69 / Labor Temple, Minneapolis, MN 4/27/69 (Live)",2002,https://open.spotify.com/album/50rpHqRFD3K7bCTRBtraGH,"[""1969-04-26"", ""1969-04-27""]",https://i.scdn.co/image/ab67616d0000b2732424a074228587876453763f
1C1qBy9KA5ddXkl6Ya82gr,"Dick's Picks Vol. 25: Veterans Memorial Coliseum, New Haven, CT 5/10/78 / Springfield Civic Center, Springfield, MA 5/11/78 (Live)",2002,https://open.spotify.com/album/1C1qBy9KA5ddXkl6Ya82gr,"[""1978-05-10"", ""1978-05-11""]",https://i.scdn.co/image/ab67616d0000b27303c6a8b12b7729d159df6ca5
4jiBYEFx7rv6C6UTYywZZO,"Dick's Picks Vol. 24: Cow Palace, Daly City, CA 3/23/74 (Live)",2002,https://open.spotify.com/album/4jiBYEFx7rv6C6UTYywZZO,"[""1974-03-23""]",https://i.scdn.co/image/ab67616d0000b273647ecb3118e268e397243491
5AShxlldX1DRSejBuyZmSG,"History of the Grateful Dead, Vol. 1 (Bear's Choice)",2001-10-30,https://open.spotify.com/album/5AShxlldX1DRSejBuyZmSG,[],https://i.scdn.co/image/ab67616d0000b273d2519993a537df3660ba6193
31bICy4msxPCUrDJbRiaYm,Nightfall of Diamonds (Live),2001-09-25,https://open.spotify.com/album/31bICy4msxPCUrDJbRiaYm,"[""1989-10-16""]",https://i.scdn.co/image/ab67616d0000b27343d566ee8ffdbe82ab77aa84
09fKoRSQnIP9SAWKSZkWa9,Europe '72 (Live; 2001 Remaster),2001,https://open.spotify.com/album/09fKoRSQnIP9SAWKSZkWa9,[],https://i.scdn.co/image/ab67616d0000b2733fe2dcad32d5fce830e836b3
7gyyunPy7dVsDB4cp7ZReW,"Dick's Picks Vol. 23: Baltimore Civic Center, Baltimore, MD 9/17/72 (Live)",2001,https://open.spotify.com/album/7gyyunPy7dVsDB4cp7ZReW,"[""1972-09-17""]",https://i.scdn.co/image/ab67616d0000b273d5116299dcc22b23fd924495
2aipUPHU0KrGAq2QaAvlOz,"Dick's Picks Vol. 22: Kings Beach Bowl, Kings Beach Lake Tahoe, CA 2/23/68 & 2/24/68 (Live)",2001,https://open.spotify.com/album/2aipUPHU0KrGAq2QaAvlOz,"[""1968-02-23"", ""1968-02-24""]",https://i.scdn.co/image/ab67616d0000b273bb44d9995d389f6629b179da
4QLlTAC9pOzbZo7qQ63dXm,"Dick's Picks Vol. 21: Richmond Coliseum, Richmond, VA 11/1/1985 (Live)",2001,https://open.spotify.com/album/4QLlTAC9pOzbZo7qQ63dXm,"[""1985-11-01""]",https://i.scdn.co/image/ab67616d0000b273596906cb82211861595ada11
34KjKiNyuggM0g2No4ZnTv,"Dick's Picks Vol. 20: Capital Centre, Landover, MD 9/25/76 / Onondaga County War Memorial, Syrcause, NY 9/28/76",2001,https://open.spotify.com/album/34KjKiNyuggM0g2No4ZnTv,"[""1976-09-25"", ""1976-09-28""]",https://i.scdn.co/image/ab67616d0000b273f9aed779bc2721811623476d
1GU8dYooagGR6jBwbdsGCr,"Dick's Picks Vol. 19: Fairgrounds Arena, Oklahoma City, OK 10/19/73 (Live)",2000,https://open.spotify.com/album/1GU8dYooagGR6jBwbdsGCr,"[""1973-10-19""]",https://i.scdn.co/image/ab67616d0000b2733746afcaacff3c47062301b3
1eXlwGtPpBs59cULO5gb4i,"Dick's Picks Vol. 18: Dane County Coliseum, Madison, WI 2/3/78 / UNI-Dome, University of Iowa, Cedar Falls, IA 2/5/78 (Live)",2000,https://open.spotify.com/album/1eXlwGtPpBs59cULO5gb4i,"[""1978-02-03"", ""1978-02-05""]",https://i.scdn.co/image/ab67616d0000b273ccebd3b6e4c1ac91cae208fa
1rZjJhRyYT3MAQrCSxoF6D,"Dick's Picks Vol. 17: Boston Garden, Boston, MA 9/25/91",2000,https://open.spotify.com/album/1rZjJhRyYT3MAQrCSxoF6D,"[""1991-09-25""]",https://i.scdn.co/image/ab67616d0000b2736c624e2544262d1287c9fd30
1GbnL43DSgDRIIvKTVDSjP,"Dick's Picks Vol. 16: Fillmore Auditorium, San Francisco, CA 11/8/69 (Live)",2000,https://open.spotify.com/album/1GbnL43DSgDRIIvKTVDSjP,"[""1969-11-08""]",https://i.scdn.co/image/ab67616d0000b273d8d387dd55c728e36e7649a6
7mPptCcvPGwhCBGtqNvjk5,So Many Roads (1965 - 1995),1999-11-07,https://open.spotify.com/album/7mPptCcvPGwhCBGtqNvjk5,[],https://i.scdn.co/image/ab67616d0000b2734e5a38077e0e759720ecbdf9
3jzf0bKlIMjSQNk5wibVHT,"Dick's Picks Vol. 35: Golden Hall, San Diego, CA 8/7/71 / Auditorium Theater, Chicago, IL 8/24/71 (Live)",1999,https://open.spotify.com/album/3jzf0bKlIMjSQNk5wibVHT,"[""1971-08-07"", ""1971-08-24""]",https://i.scdn.co/image/ab67616d0000b273426d3c7bbad640fc7580ab96
5uzn9YQ9XS2OoAt65U8Drg,"Dick's Picks Vol. 15: Raceway Park, Englishtown, NJ 9/3/77 (Live)",1999,https://open.spotify.com/album/5uzn9YQ9XS2OoAt65U8Drg,"[""1977-09-03""]",https://i.scdn.co/image/ab67616d0000b2730ee0454c406dc143722b669e
69UIkpF0CA8RJQqCsrGgLo,"Dick's Picks Vol. 14: Boston Music Hall, Boston, MA 11/30/73 & 12/2/73 (Live)",1999,https://open.spotify.com/album/69UIkpF0CA8RJQqCsrGgLo,"[""1973-11-30"", ""1973-12-02""]",https://i.scdn.co/image/ab67616d0000b273b7ed577f15989243847e4a27
5KhX09Ik4LFkLGgwz6DxJa,"Dick's Picks Vol. 13: Nassau Coliseum, Uniondale, NY 5/6/81 (Live)",1999,https://open.spotify.com/album/5KhX09Ik4LFkLGgwz6DxJa,"[""1981-05-06""]",https://i.scdn.co/image/ab67616d0000b273f3f411062aa146743ca478c0
1ZMr1r6Lxv79dhy4qHZHkK,"Dick's Picks Vol. 10: Winterland Arena, San Francisco, CA 12/29/77 (Live)",1998-02-26,https://open.spotify.com/album/1ZMr1r6Lxv79dhy4qHZHkK,"[""1977-12-29""]",https://i.scdn.co/image/ab67616d0000b2733fb747e671c7fbeda7033bee
6WkEkUyQr44edhbVYFfCH2,Studio Session,1998,https://open.spotify.com/album/6WkEkUyQr44edhbVYFfCH2,[],https://i.scdn.co/image/ab67616d0000b27312eb58efe18866f498ab2430
0B87pzzLQzyevvMvdcJqHZ,"Dick's Picks Vol. 12: Providence Civic Center, Providence, RI 6/26/74 / Boston Garden, Boston, MA 6/28/74",1998,https://open.spotify.com/album/0B87pzzLQzyevvMvdcJqHZ,"[""1974-06-26"", ""1974-06-28""]",https://i.scdn.co/image/ab67616d0000b2731aba24545f76ef924b355a23
2pPrEb0IJFk3W6NoQSMnZM,"Dick's Picks Vol. 11: Stanley Theater, Jersey City, NJ 9/27/72",1998,https://open.spotify.com/album/2pPrEb0IJFk3W6NoQSMnZM,"[""1972-09-27""]",https://i.scdn.co/image/ab67616d0000b273d3dbbf18d791831eaa413c7b
6tq8IXlrYLkNZF3NWxIZCu,Fallout from the Phil Zone (Live),1997-06-17,https://open.spotify.com/album/6tq8IXlrYLkNZF3NWxIZCu,[],https://i.scdn.co/image/ab67616d0000b27379feddc065e5fe6a6ef0d41c
4Oo46t2jDGsb7Ka3hqZCgy,Fillmore East 2/11/69 (Live),1997-01-01,https://open.spotify.com/album/4Oo46t2jDGsb7Ka3hqZCgy,"[""1969-02-11""]",https://i.scdn.co/image/ab67616d0000b273c831c2db8db5dcd423f688f0
2Ki3onvS212d1YPeduDkCk,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",1997,https://open.spotify.com/album/2Ki3onvS212d1YPeduDkCk,"[""1990-09-16""]",https://i.scdn.co/image/ab67616d0000b273e2ccd0062561cf8fbece0fd7
4NldodakYXDeK7OoEe2oBW,"Dick's Picks Vol. 8: Harpur College, Binghamton, NY 5/2/70 (Live)",1997,https://open.spotify.com/album/4NldodakYXDeK7OoEe2oBW,"[""1970-05-02""]",https://i.scdn.co/image/ab67616d0000b273ec54d02a29206c4e49c20a5c
2tDQBnR5OrbHg8mfGbetxf,"Dick's Picks Vol. 7: Alexandra Palace, London, England 9/9/74 - 9/11/74 (Live)",1997,https://open.spotify.com/album/2tDQBnR5OrbHg8mfGbetxf,"[""1974-09-09"", ""1974-09-10"", ""1974-09-11""]",https://i.scdn.co/image/ab67616d0000b27303ce0e9da20dbac55dbdc89f
0MUCSAd1FNHH0MQBEKVxm2,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",1996,https://open.spotify.com/album/0MUCSAd1FNHH0MQBEKVxm2,"[""1983-10-14""]",https://i.scdn.co/image/ab67616d0000b2737df8fc47cc3f8fff7135129e
5HS80DlI8zRtS34wyS6iaR,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",1996,https://open.spotify.com/album/5HS80DlI8zRtS34wyS6iaR,"[""1979-12-26""]",https://i.scdn.co/image/ab67616d0000b273cec9d945f6c997c2ded0edef
518Uq6B4Y3X1EnNr8SsGQ7,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",1996,https://open.spotify.com/album/518Uq6B4Y3X1EnNr8SsGQ7,"[""1970-02-13"", ""1970-02-14""]",https://i.scdn.co/image/ab67616d0000b273ca222146c7ec2a261b57f76e
1iZbyAj4kT1U8lXtu4t415,Hundred Year Hall (Live),1995-09-26,https://open.spotify.com/album/1iZbyAj4kT1U8lXtu4t415,[],https://i.scdn.co/image/ab67616d0000b273c1c53ee367fbacd25faf1dd8
3KxT9J6KTuKeXox9BUikZ4,"Dick's Picks Vol. 3: Hollywood Sportatorium, Pembroke Pines, FL 5/22/77 (Live)",1995,https://open.spotify.com/album/3KxT9J6KTuKeXox9BUikZ4,"[""1977-05-22""]",https://i.scdn.co/image/ab67616d0000b27335c685153acb988cfe970363
45uNoDchZ61dBfOWGqeG0l,"Dick's Picks Vol. 2: Ohio Theater, Columbus, OH 10/31/71 (Live)",1995,https://open.spotify.com/album/45uNoDchZ61dBfOWGqeG0l,"[""1971-10-31""]",https://i.scdn.co/image/ab67616d0000b2735d4079c024a2261d8a992713
4kq5T5R93X2xLIx7k5L0y1,Grayfolded - Transitive Axis,1994,https://open.spotify.com/album/4kq5T5R93X2xLIx7k5L0y1,[],https://i.scdn.co/image/ab67616d0000b27305c368236aced3b8f451bd29
3gp6EWCp9DJmFRYieHZMrZ,Grayfolded - Mirror Ashes,1994,https://open.spotify.com/album/3gp6EWCp9DJmFRYieHZMrZ,[],https://i.scdn.co/image/ab67616d0000b273f96e86a38f186d674eaf1c67
1bKxygqnMcS7twRhGMK36U,Two from the Vault,1992,https://open.spotify.com/album/1bKxygqnMcS7twRhGMK36U,"[""1970-02-14"", ""1970-02-15""]",https://i.scdn.co/image/ab67616d0000b2735e211f7a8cd54463c89a672e
3GfAcOrfKnUH3HaQ361LOs,Infrared Roses (Live),1991-01-01,https://open.spotify.com/album/3GfAcOrfKnUH3HaQ361LOs,[],https://i.scdn.co/image/ab67616d0000b2732ba77f2468cb7bd3b0d58a0d
6HyLzcuUZALOpAGnArJB8G,Without a Net (Live),1990,https://open.spotify.com/album/6HyLzcuUZALOpAGnArJB8G,[],https://i.scdn.co/image/ab67616d0000b273ab8733e0cb3fbc7a6c582c4e
6vSC6IoZLnfMZ3IuzAugsu,Built to Last (2013 Remaster),1989-10-31,https://open.spotify.com/album/6vSC6IoZLnfMZ3IuzAugsu,[],https://i.scdn.co/image/ab67616d0000b27320be29f35d84bcf9785d8e37
4JRGOVW4uof9z0xqoCthY2,Built to Last,1989-10-31,https://open.spotify.com/album/4JRGOVW4uof9z0xqoCthY2,[],https://i.scdn.co/image/ab67616d0000b27321cae8f5a4cf6e335422e16e
2H8oXIOkww0RuVckCa6Scw,Dylan & The Dead - Live,1989-02-06,https://open.spotify.com/album/2H8oXIOkww0RuVckCa6Scw,[],https://i.scdn.co/image/ab67616d0000b27378835a7d6df72f22995643fd
1KytsXm6VQcyX5B5m8HBNa,In the Dark,1987,https://open.spotify.com/album/1KytsXm6VQcyX5B5m8HBNa,[],https://i.scdn.co/image/ab67616d0000b2739ffa0bb50967ca396e356373
3JkZNb121j49XR4ACjKV7q,Dead Set (Live),1981-08-26,https://open.spotify.com/album/3JkZNb121j49XR4ACjKV7q,[],https://i.scdn.co/image/ab67616d0000b2730ffc5297bec634fc4b02ae5a
1T7YIthjEvwsxbUHZ7NdBD,Reckoning (Live),1981-04-01,https://open.spotify.com/album/1T7YIthjEvwsxbUHZ7NdBD,[],https://i.scdn.co/image/ab67616d0000b2736f66b6fa46a4394ba28ac805
4limgkCDpuhOUIrUz0U7ly,"Ladies and Gentlemen... The Grateful Dead: Fillmore East, New York City, April 1971 (Live)",1980-10-20,https://open.spotify.com/album/4limgkCDpuhOUIrUz0U7ly,"[""1971-04-25"", ""1971-04-26"", ""1971-04-27"", ""1971-04-28""]",https://i.scdn.co/image/ab67616d0000b27389cf08b7775ca9dd29e52559
6x3mttp1a5pLHj8rDDSEbT,Go to Heaven,1980,https://open.spotify.com/album/6x3mttp1a5pLHj8rDDSEbT,[],https://i.scdn.co/image/ab67616d0000b273dd5ce8d59ef803b79aa3740e
0MLCxvyIfAuh5xwPORv8p6,Shakedown Street,1978,https://open.spotify.com/album/0MLCxvyIfAuh5xwPORv8p6,[],https://i.scdn.co/image/ab67616d0000b27342138ccd68ce6d0f04f5013d
0WVDqz6ty88sjpbfvMqF98,Terrapin Station (2014 Remaster),1977,https://open.spotify.com/album/0WVDqz6ty88sjpbfvMqF98,[],https://i.scdn.co/image/ab67616d0000b2730996318f9c63869e92f2a750
7bxvIUiU9S25YQgleMLCTG,Blues for Allah,1975-08-01,https://open.spotify.com/album/7bxvIUiU9S25YQgleMLCTG,[],https://i.scdn.co/image/ab67616d0000b27391e48f3f524146f2c2aa8b61
5BwjVdVJ4aOmbIYomznfCv,Blues for Allah (2013 Remaster),1975,https://open.spotify.com/album/5BwjVdVJ4aOmbIYomznfCv,[],https://i.scdn.co/image/ab67616d0000b2730d092737cda384640b354d8e
17Em1ShnwvguCSeyNExYjX,From the Mars Hotel (50th Anniversary Deluxe Edition),1974-06-27,https://open.spotify.com/album/17Em1ShnwvguCSeyNExYjX,"[""1974-05-12""]",https://i.scdn.co/image/ab67616d0000b273f8d1a61b7e1ddfbcacb1a705
68jAZmtRB51enSAufOJBtJ,From the Mars Hotel,1974,https://open.spotify.com/album/68jAZmtRB51enSAufOJBtJ,[],https://i.scdn.co/image/ab67616d0000b273b6fccabcb9dbfa78a0026482
3vYL9bhIM2S1wpH5v7iOPJ,Wake of the Flood (50th Anniversary Deluxe Edition),1973-10-15,https://open.spotify.com/album/3vYL9bhIM2S1wpH5v7iOPJ,[],https://i.scdn.co/image/ab67616d0000b27332a521c58723d5713f0b646a
4RzmIalCsGVo8jY2ELZjmn,History of the Grateful Dead Vol. 1 (Bear's Choice) [Live] [50th Anniversary Edition],1973-07-01,https://open.spotify.com/album/4RzmIalCsGVo8jY2ELZjmn,[],https://i.scdn.co/image/ab67616d0000b2739fdff54cb3e4d49a13272f47
4wIEQMHtdye4aeSc2FYxI0,Wake of the Flood (2013 Remaster),1973,https://open.spotify.com/album/4wIEQMHtdye4aeSc2FYxI0,[],https://i.scdn.co/image/ab67616d0000b273100cf67e7bab40773505d864
3FmkdOqxKwpol7so3sdIUg,"Europe '72 Vol. 8: Rheinhalle, Dusseldorf, West Germany 4/24/72 (Live)",1972-11-05,https://open.spotify.com/album/3FmkdOqxKwpol7so3sdIUg,"[""1972-04-24""]",https://i.scdn.co/image/ab67616d0000b273528876981c33c2de894ff919
32h6hF1i79qgFGwVh0qTJk,"Europe '72 Vol. 7: Live at Beat Club, Bremen, West Germany 4/21/1972",1972-11-05,https://open.spotify.com/album/32h6hF1i79qgFGwVh0qTJk,"[""1972-04-21""]",https://i.scdn.co/image/ab67616d0000b273a0b5463ab87e0fbafea8cb18
6Yw0qA9xNfFpkSwzwIOwOW,"Europe '72 Vol. 6: Tivoli Concert Hall, Copenhagen, Denmark 4/17/72 (Live)",1972-11-05,https://open.spotify.com/album/6Yw0qA9xNfFpkSwzwIOwOW,"[""1972-04-17""]",https://i.scdn.co/image/ab67616d0000b2734be218c8a96ba03b26baae37
7l9AfB3E5teHyZ0g7WDlx1,"Europe '72 Vol. 4: Tivoli Concert Hall, Copenhagen, Denmark 4/14/72 (Live)",1972-11-05,https://open.spotify.com/album/7l9AfB3E5teHyZ0g7WDlx1,"[""1972-04-14""]",https://i.scdn.co/image/ab67616d0000b27371c303ce602d7b64e56cc6e7
65WlVRyo45LwtRg8QJfya3,"Europe '72 Vol. 3: City Hall, Newcastle, England 4/11/72 (Live)",1972-11-05,https://open.spotify.com/album/65WlVRyo45LwtRg8QJfya3,"[""1972-04-11""]",https://i.scdn.co/image/ab67616d0000b2733c8f6f0a4163d9a913113317
75u5l9TfTohni1xWrAUfxe,"Europe '72 Vol. 2: Wembley Empire Pool, London, England 4/8/72 (Live)",1972-11-05,https://open.spotify.com/album/75u5l9TfTohni1xWrAUfxe,"[""1972-04-08""]",https://i.scdn.co/image/ab67616d0000b2734949af440d649616fb16bf40
6j3vuVPhMRB0H5CgPZ8wTd,"Europe '72 Vol. 1: Wembley Empire Pool, London, England 4/7/72 (Live)",1972-11-05,https://open.spotify.com/album/6j3vuVPhMRB0H5CgPZ8wTd,"[""1972-04-07""]",https://i.scdn.co/image/ab67616d0000b273bec5adb8137604e49f1c8ccc
1WBPhea5H2NnDaNuAFI0Fr,"Europe '72 Vol. 10: Musikhalle, Hamburg, West Germany 4/29/72 (Live)",1972-11-05,https://open.spotify.com/album/1WBPhea5H2NnDaNuAFI0Fr,"[""1972-04-29""]",https://i.scdn.co/image/ab67616d0000b273806155a5049193b245ccab5a
2IjyW9HhEre9dSNCOOzHhS,"Europe '72 Vol 9: Jahrhundert Halle, Frankfurt, West Germany 4/26/72",1972-11-05,https://open.spotify.com/album/2IjyW9HhEre9dSNCOOzHhS,"[""1972-04-26""]",https://i.scdn.co/image/ab67616d0000b2732f73ffd78ca13e36c84f5054
3eeKCzpqxZ68pBvyjKPvn9,"Europe '72 Vol 5: Stakladen, Aarhus University, Aarhus, Denmark 4/16/72 (Live)",1972-11-05,https://open.spotify.com/album/3eeKCzpqxZ68pBvyjKPvn9,"[""1972-04-16""]",https://i.scdn.co/image/ab67616d0000b27350f99186142b2aa5e34c4172
0ObxRAQTpVO1u7bT3VxrIN,Grateful Dead (Skull & Roses) [Live],1971-10-31,https://open.spotify.com/album/0ObxRAQTpVO1u7bT3VxrIN,[],https://i.scdn.co/image/ab67616d0000b273c4cf64a0a994a12834f964ae
4ypjjo2cfa5C2mDBlTQOfa,Grateful Dead (Skull & Roses) [2021 Remaster] [Live],1971-10-24,https://open.spotify.com/album/4ypjjo2cfa5C2mDBlTQOfa,[],https://i.scdn.co/image/ab67616d0000b273ebe0f7d75a2df9d69bede7be
2UDDZVesmQwA4aYfa55diS,American Beauty (2013 Remaster),1970-06-01,https://open.spotify.com/album/2UDDZVesmQwA4aYfa55diS,[],https://i.scdn.co/image/ab67616d0000b273fd3f66a9ce4371f7ffa0346f
4jxokHekH1qSad1DcC82ku,Workingman's Dead,1970,https://open.spotify.com/album/4jxokHekH1qSad1DcC82ku,[],https://i.scdn.co/image/ab67616d0000b2734d3659e33c2d63d5b54d1f2c
6E7JCQINTT4vwRF4wBcsYk,Live / Dead,1969,https://open.spotify.com/album/6E7JCQINTT4vwRF4wBcsYk,[],https://i.scdn.co/image/ab67616d0000b2730f80c66450eaeac8bcd7f2a3
1dwtN0qpt3OIWlu1MKx8HK,Aoxomoxoa,1969,https://open.spotify.com/album/1dwtN0qpt3OIWlu1MKx8HK,[],https://i.scdn.co/image/ab67616d0000b27346750bb709be43e0585d6d0a
0jtBMVjCxL1CkyrkvtCATH,Anthem of the Sun (2013 Remaster),1968-01-01,https://open.spotify.com/album/0jtBMVjCxL1CkyrkvtCATH,[],https://i.scdn.co/image/ab67616d0000b273bc25131d7741964cd8a76093
4ZaIo647CyWAgow8oxqajh,Anthem of the Sun,1968,https://open.spotify.com/album/4ZaIo647CyWAgow8oxqajh,[],https://i.scdn.co/image/ab67616d0000b2737b58f901663716aa2db139cf
2Qkp6ALKO8kcONs4zq1t2D,The Grateful Dead,1967,https://open.spotify.com/album/2Qkp6ALKO8kcONs4zq1t2D,[],https://i.scdn.co/image/ab67616d0000b2738256c5f5e31415ff8d3fff92
0DaisqoiVdNtl5f33hEPxt,Grateful Dead,1967,https://open.spotify.com/album/0DaisqoiVdNtl5f33hEPxt,[],https://i.scdn.co/image/ab67616d0000b2734356fb89069085c17c4734d6
3N8mBG9DvFq93X6efNxH0i,70s HITS - 100 Greatest Songs of the 1970s,2023-11-04,https://open.spotify.com/album/3N8mBG9DvFq93X6efNxH0i,[],https://i.scdn.co/image/ab67616d0000b2730b79e7da3d434a44145ae179
06xx2UMNtDrlTMAemmllhg,Psycho Killer: 1977 Rock,2020-03-13,https://open.spotify.com/album/06xx2UMNtDrlTMAemmllhg,[],https://i.scdn.co/image/ab67616d0000b273287839acc9ef6759320fc315
2YE4tk7FOB1GlbkwpsJHxo,Great Expectations,1998,https://open.spotify.com/album/2YE4tk7FOB1GlbkwpsJHxo,[],https://i.scdn.co/image/ab67616d0000b273f19956f6f44c382d6334b342
2LBdsQfP7FHebnNldBLSog,Soft Rock Hits 100 Best Songs from the 70s 80s 90s,2024-07-20,https://open.spotify.com/album/2LBdsQfP7FHebnNldBLSog,[],https://i.scdn.co/image/ab67616d0000b2730d814c84a91bde6aeb775e5f
1wG6L7SUkfnE3koQ7fP9FW,Murder Ballads,2021-05-28,https://open.spotify.com/album/1wG6L7SUkfnE3koQ7fP9FW,[],https://i.scdn.co/image/ab67616d0000b273631b43855f12cbcc1af086ea
2u1UZgrpRbcZ0OJj5HeQMU,60s HITS – 100 Greatest Songs of the 1960s,2023-11-07,https://open.spotify.com/album/2u1UZgrpRbcZ0OJj5HeQMU,[],https://i.scdn.co/image/ab67616d0000b273b0b002112e91c85914e799e0
0GObeL7KlCV3tUbyDfIryX,Garcia Plays Dylan,2005-10-25,https://open.spotify.com/album/0GObeL7KlCV3tUbyDfIryX,[],https://i.scdn.co/image/ab67616d0000b273579807d8b5f5295fae2df200
2FMfTRrRK8UerSII8Wen44,Iconic Performances from the Monterey International Pop Festival,2017-06-09,https://open.spotify.com/album/2FMfTRrRK8UerSII8Wen44,[],https://i.scdn.co/image/ab67616d0000b2738a3471f9c33cecad4eb9f335
1mjsJUBTw7BcaqpIq4Vtej,Classics the Sixties,2023-09-22,https://open.spotify.com/album/1mjsJUBTw7BcaqpIq4Vtej,[],https://i.scdn.co/image/ab67616d0000b273f9227db3102ccae171e9cd96
2QaATxSGlkOmg7BhJfihl3,Classic Rock,2022-01-28,https://open.spotify.com/album/2QaATxSGlkOmg7BhJfihl3,[],https://i.scdn.co/image/ab67616d0000b273fc735b1e366f1e3b97072b4c
6oN7rDjXg03uGblQzuk52p,Taking Woodstock [Original Motion Picture Soundtrack],2009-08-21,https://open.spotify.com/album/6oN7rDjXg03uGblQzuk52p,[],https://i.scdn.co/image/ab67616d0000b27321afae897d9e39996a2c08f4
6RF6OqktQg7AtCfS7JbTLs,Rock,2021-09-24,https://open.spotify.com/album/6RF6OqktQg7AtCfS7JbTLs,[],https://i.scdn.co/image/ab67616d0000b2732458e5fc1c4b66007e01c866
1KzigZdQWsfIXQeDmRpMNK,Bill Graham Presents In San Francisco - Fillmore: The Last Days,1972-10-17,https://open.spotify.com/album/1KzigZdQWsfIXQeDmRpMNK,[],https://i.scdn.co/image/ab67616d0000b273245f7f3a46104f8ca0a139c7
20zAHunCSo1RQckkIMnpP9,San Francisco Nuggets,2007-09-18,https://open.spotify.com/album/20zAHunCSo1RQckkIMnpP9,[],https://i.scdn.co/image/ab67616d0000b273cc510fc766afa2045ef2e1f7
0qlitOqxWd7F1ObchZU3HL,Pop en Inglés 1960 - 1969,2024-04-16,https://open.spotify.com/album/0qlitOqxWd7F1ObchZU3HL,[],https://i.scdn.co/image/ab67616d0000b2735bc7885c5dfc83e0939c6c6d
3IDoKkGgtNanZRPNzrDq6q,Hippies: 60's & 70's Classics,2019-06-07,https://open.spotify.com/album/3IDoKkGgtNanZRPNzrDq6q,[],https://i.scdn.co/image/ab67616d0000b273f3cbcf97628da0fd2307bcd1
6pjXnnKBSBgmWmBRb27fgE,The 60s,2019-12-13,https://open.spotify.com/album/6pjXnnKBSBgmWmBRb27fgE,[],https://i.scdn.co/image/ab67616d0000b2735dcb7646d30c50967a3a0a2e
